"","text","created_at","retweet_count","favorite_count","clean","sent.value","category","response","month","year"
"8727","CNN &amp; others within the Fake News Universe were going wild about my signing MAGA hats for our military in Iraq and Germany. If these brave young people ask me to sign their hat I will sign. Can you imagine my saying NO? We brought or gave NO hats as the Fake News first reported!",2018-12-27,43772,181435,"CNN &amp; others within the Fake News Universe were going wild about my signing MAGA hats for our military in Iraq and Germany. If these brave young people ask me to sign their hat I will sign. Can you imagine my saying NO? We brought or gave NO hats as the Fake News first reported!",-0.1,"neutral",225207,2018-12-01,2018-01-01
"8729","Brad Blakeman: “The American people understand that we have been played by foreign actors who would rather have us fight their battles for them. The President says look this is your neighborhood you’ve got to stand up to protect yourselves. Don’t always look to America.”",2018-12-27,19646,85166,"Brad Blakeman: “The American people understand that we have been played by foreign actors who would rather have us fight their battles for them. The President says look this is your neighborhood you’ve got to stand up to protect yourselves. Don’t always look to America.”",-0.6,"neutral",104812,2018-12-01,2018-01-01
"8730","Brad Blakeman: “The American people understand that we have been played by foreign actors who would rather have us fight their battles for them. The Pesident says look this is your neighborhood you’ve got to stand up to protect yourselves. Don’t always look to America.”",2018-12-27,2510,9448,"Brad Blakeman: “The American people understand that we have been played by foreign actors who would rather have us fight their battles for them. The Pesident says look this is your neighborhood you’ve got to stand up to protect yourselves. Don’t always look to America.”",-0.6,"neutral",11958,2018-12-01,2018-01-01
"8731","I totally agree! https://t.co/KO8E3bfWfn",2018-12-27,45963,179981,"I totally agree! https://t.co/KO8E3bfWfn",0.5,"neutral",225944,2018-12-01,2018-01-01
"8734","The reason the DACA for Wall deal didn’t get done was that a ridiculous court decision from the 9th Circuit allowed DACA to remain thereby setting up a Supreme Court case. After ruling Dems dropped deal - and that’s where we are today Democrat obstruction of the needed Wall.",2018-12-27,21140,81965,"The reason the DACA for Wall deal didn’t get done was that a ridiculous court decision from the 9th Circuit allowed DACA to remain thereby setting up a Supreme Court case. After ruling Dems dropped deal - and that’s where we are today Democrat obstruction of the needed Wall.",0.1,"neutral",103105,2018-12-01,2018-01-01
"8735","The Democrats OBSTRUCTION of the desperately needed Wall where they almost all recently agreed it should be built is exceeded only by their OBSTRUCTION of 350 great people wanting &amp; expecting to come into Government after being delayed for more than two years a U.S. record!",2018-12-27,20172,84780,"The Democrats OBSTRUCTION of the desperately needed Wall where they almost all recently agreed it should be built is exceeded only by their OBSTRUCTION of 350 great people wanting &amp; expecting to come into Government after being delayed for more than two years a U.S. record!",-0.85,"neutral",104952,2018-12-01,2018-01-01
"8736","The reason the DACA for Wall deal didn’t get done was that a ridiculous court decision from the 9th Circuit allowed DACA to remain thereby setting up a Supteme Court case. After ruling Dems dropped deal - and that’s where we are today Democrat obstruction of the needed Wall.",2018-12-27,2339,8218,"The reason the DACA for Wall deal didn’t get done was that a ridiculous court decision from the 9th Circuit allowed DACA to remain thereby setting up a Supteme Court case. After ruling Dems dropped deal - and that’s where we are today Democrat obstruction of the needed Wall.",-0.4,"neutral",10557,2018-12-01,2018-01-01
"8741","Merry Christmas!",2018-12-25,89254,508327,"Merry Christmas!",1,"neutral",597581,2018-12-01,2018-01-01
"8742","I am in the Oval Office &amp; just gave out a 115 mile long contract for another large section of the Wall in Texas. We are already building and renovating many miles of Wall some complete. Democrats must end Shutdown and finish funding. Billions of Dollars &amp; lives will be saved!",2018-12-24,41153,182040,"I am in the Oval Office &amp; just gave out a 115 mile long contract for another large section of the Wall in Texas. We are already building and renovating many miles of Wall some complete. Democrats must end Shutdown and finish funding. Billions of Dollars &amp; lives will be saved!",0.9,"neutral",223193,2018-12-01,2018-01-01
"8747","I never “lashed out” at the Acting Attorney General of the U.S. a man for whom I have great respect. This is a made up story one of many by the Fake News Media!",2018-12-24,19239,88333,"I never “lashed out” at the Acting Attorney General of the U.S. a man for whom I have great respect. This is a made up story one of many by the Fake News Media!",-0.4,"neutral",107572,2018-12-01,2018-01-01
"8748","The only problem our economy has is the Fed. They don’t have a feel for the Market they don’t understand necessary Trade Wars or Strong Dollars or even Democrat Shutdowns over Borders. The Fed is like a powerful golfer who can’t score because he has no touch - he can’t putt!",2018-12-24,30508,125022,"The only problem our economy has is the Fed. They don’t have a feel for the Market they don’t understand necessary Trade Wars or Strong Dollars or even Democrat Shutdowns over Borders. The Fed is like a powerful golfer who can’t score because he has no touch - he can’t putt!",0,"neutral",155530,2018-12-01,2018-01-01
"8749","AMERICA IS RESPECTED AGAIN!",2018-12-24,28409,156718,"AMERICA IS RESPECTED AGAIN!",1,"neutral",185127,2018-12-01,2018-01-01
"8750","For all of the sympathizers out there of Brett McGurk remember he was the Obama appointee who was responsible for loading up airplanes with 1.8 Billion Dollars in CASH &amp;  sending it to Iran as part of the horrific Iran Nuclear Deal (now terminated) approved by Little Bob Corker.",2018-12-24,28640,99077,"For all of the sympathizers out there of Brett McGurk remember he was the Obama appointee who was responsible for loading up airplanes with 1.8 Billion Dollars in CASH &amp; sending it to Iran as part of the horrific Iran Nuclear Deal (now terminated) approved by Little Bob Corker.",0.5,"neutral",127717,2018-12-01,2018-01-01
"8753","Virtually every Democrat we are dealing with today strongly supported a Border Wall or Fence. It was only when I made it an important part of my campaign because people and drugs were pouring into our Country unchecked that they turned against it. Desperately needed!",2018-12-24,25312,108934,"Virtually every Democrat we are dealing with today strongly supported a Border Wall or Fence. It was only when I made it an important part of my campaign because people and drugs were pouring into our Country unchecked that they turned against it. Desperately needed!",1,"neutral",134246,2018-12-01,2018-01-01
"8754","President @RT_Erdogan of Turkey has very strongly informed me that he will eradicate whatever is left of ISIS in Syria....and he is a man who can do it plus Turkey is right “next door.” Our troops are coming home!",2018-12-24,21687,97080,"President @RT_Erdogan of Turkey has very strongly informed me that he will eradicate whatever is left of ISIS in Syria....and he is a man who can do it plus Turkey is right “next door.” Our troops are coming home!",0.8,"neutral",118767,2018-12-01,2018-01-01
"8756","The most important way to stop gangs drugs human trafficking and massive crime is at our Southern Border. We need Border Security and as EVERYONE knows you can’t have Border Security without a Wall. The Drones &amp; Technology are just bells and whistles. Safety for America!",2018-12-24,24085,100773,"The most important way to stop gangs drugs human trafficking and massive crime is at our Southern Border. We need Border Security and as EVERYONE knows you can’t have Border Security without a Wall. The Drones &amp; Technology are just bells and whistles. Safety for America!",0.1,"neutral",124858,2018-12-01,2018-01-01
"8759","Thanks @RandPaul  “I am very proud of the President. This is exactly what he promised and I think the people agree with him. We’ve been at war too long and in too many places...spent several trillion dollars on these wars everywhere. He’s different...that’s why he got elected.”",2018-12-23,25268,109480,"Thanks @RandPaul “I am very proud of the President. This is exactly what he promised and I think the people agree with him. We’ve been at war too long and in too many places...spent several trillion dollars on these wars everywhere. He’s different...that’s why he got elected.”",0.6,"neutral",134748,2018-12-01,2018-01-01
"8761","Senator Bob Corker just stated that “I’m so priveledged to serve in the Senate for twelve years and that’s what I told the people of our state that’s what I’d do serve for two terms.” But that is Not True - wanted to run but poll numbers TANKED when I wouldn’t endorse him.....",2018-12-23,16542,78517,"Senator Bob Corker just stated that “I’m so priveledged to serve in the Senate for twelve years and that’s what I told the people of our state that’s what I’d do serve for two terms.” But that is Not True - wanted to run but poll numbers TANKED when I wouldn’t endorse him.....",0.2,"neutral",95059,2018-12-01,2018-01-01
"8762","We signed two pieces of major legislation this week Criminal Justice Reform and the Farm Bill. These are two Big Deals but all the Fake News Media wants to talk about is “the mistake” of bringing our young people back home from the Never Ending Wars. It all began 19 years ago!",2018-12-23,22964,94518,"We signed two pieces of major legislation this week Criminal Justice Reform and the Farm Bill. These are two Big Deals but all the Fake News Media wants to talk about is “the mistake” of bringing our young people back home from the Never Ending Wars. It all began 19 years ago!",-0.55,"neutral",117482,2018-12-01,2018-01-01
"8764","I just had a long and productive call with President @RT_Erdogan of Turkey. We discussed ISIS our mutual involvement in Syria &amp; the slow &amp; highly coordinated pullout of U.S. troops from the area. After many years they are coming home. We also discussed heavily expanded Trade.",2018-12-23,17811,80977,"I just had a long and productive call with President @RT_Erdogan of Turkey. We discussed ISIS our mutual involvement in Syria &amp; the slow &amp; highly coordinated pullout of U.S. troops from the area. After many years they are coming home. We also discussed heavily expanded Trade.",0.85,"neutral",98788,2018-12-01,2018-01-01
"8766","The only way to stop drugs gangs human trafficking criminal elements and much else from coming into our Country is with a Wall or Barrier. Drones and all of the rest are wonderful and lots of fun but it is only a good old fashioned Wall that works!",2018-12-23,32372,143510,"The only way to stop drugs gangs human trafficking criminal elements and much else from coming into our Country is with a Wall or Barrier. Drones and all of the rest are wonderful and lots of fun but it is only a good old fashioned Wall that works!",0.45,"neutral",175882,2018-12-01,2018-01-01
"8770","I will not be going to Florida because of the Shutdown - Staying in the White House!  #MAGA",2018-12-22,23909,121158,"I will not be going to Florida because of the Shutdown - Staying in the White House! #MAGA",0.4,"neutral",145067,2018-12-01,2018-01-01
"8771","Senate adjourns until December 27th.",2018-12-22,14231,64919,"Senate adjourns until December 27th.",0,"neutral",79150,2018-12-01,2018-01-01
"8772","I won an election said to be one of the greatest of all time based on getting out of endless &amp; costly foreign wars &amp; also based on Strong Borders which will keep our Country safe. We fight for the borders of other countries but we won’t fight for the borders of our own!",2018-12-22,40151,175564,"I won an election said to be one of the greatest of all time based on getting out of endless &amp; costly foreign wars &amp; also based on Strong Borders which will keep our Country safe. We fight for the borders of other countries but we won’t fight for the borders of our own!",0,"neutral",215715,2018-12-01,2018-01-01
"8774","Will be having lunch in White House residence with large group concerning Border Security.",2018-12-22,17276,93759,"Will be having lunch in White House residence with large group concerning Border Security.",0.4,"neutral",111035,2018-12-01,2018-01-01
"8775","....going to be there for three months and that was seven years ago - we never left. When I became President ISIS was going wild. Now ISIS is largely defeated and other local countries including Turkey should be able to easily take care of whatever remains. We’re coming home!",2018-12-22,25454,117921,"....going to be there for three months and that was seven years ago - we never left. When I became President ISIS was going wild. Now ISIS is largely defeated and other local countries including Turkey should be able to easily take care of whatever remains. We’re coming home!",0.35,"neutral",143375,2018-12-01,2018-01-01
"8776","I am in the White House working hard. News reports concerning the Shutdown and Syria are mostly FAKE. We are negotiating with the Democrats on desperately needed Border Security (Gangs Drugs Human Trafficking &amp; more) but it could be a long stay. On Syria we were originally...",2018-12-22,20944,90769,"I am in the White House working hard. News reports concerning the Shutdown and Syria are mostly FAKE. We are negotiating with the Democrats on desperately needed Border Security (Gangs Drugs Human Trafficking &amp; more) but it could be a long stay. On Syria we were originally...",-0.85,"neutral",111713,2018-12-01,2018-01-01
"8777","OUR GREAT COUNTRY MUST HAVE BORDER SECURITY! https://t.co/ZGcYygMf3a",2018-12-22,38165,150175,"OUR GREAT COUNTRY MUST HAVE BORDER SECURITY! https://t.co/ZGcYygMf3a",0.5,"neutral",188340,2018-12-01,2018-01-01
"8779","Some of the many Bills that I am signing in the Oval Office right now. Cancelled my trip on Air Force One to Florida while we wait to see if the Democrats will help us to protect America’s Southern Border! https://t.co/ws6LYhKcKl",2018-12-21,22682,103894,"Some of the many Bills that I am signing in the Oval Office right now. Cancelled my trip on Air Force One to Florida while we wait to see if the Democrats will help us to protect America’s Southern Border! https://t.co/ws6LYhKcKl",-0.1,"neutral",126576,2018-12-01,2018-01-01
"8781","Today it was my honor to sign into law H.R. 7213 the “Countering Weapons of Mass Destruction Act of 2018.” The Act redesignates the @DHSgov Domestic Nuclear Detection Office as the Countering Weapons of Mass Destruction Office. Read more: https://t.co/XCkyc8pGZF https://t.co/TTvGxBww5n",2018-12-21,11305,50880,"Today it was my honor to sign into law H.R. 7213 the “Countering Weapons of Mass Destruction Act of 2018.” The Act redesignates the @DHSgov Domestic Nuclear Detection Office as the Countering Weapons of Mass Destruction Office. Read more: https://t.co/XCkyc8pGZF https://t.co/TTvGxBww5n",-0.15,"neutral",62185,2018-12-01,2018-01-01
"8783","I’ve done more damage to ISIS than all recent presidents....not even close!",2018-12-21,21551,113478,"I’ve done more damage to ISIS than all recent presidents....not even close!",-0.75,"neutral",135029,2018-12-01,2018-01-01
"8784","The Democrats now own the shutdown!",2018-12-21,29590,130672,"The Democrats now own the shutdown!",0,"neutral",160262,2018-12-01,2018-01-01
"8785","General Anthony Tata author “Dark Winter.” I think the President is making the exact right move in Syria. All the geniuses who are protesting the withdrawal of troops from Syria are the same geniuses who cooked the books on ISIS intelligence and gave rise to ISIS.”",2018-12-21,21921,80666,"General Anthony Tata author “Dark Winter.” I think the President is making the exact right move in Syria. All the geniuses who are protesting the withdrawal of troops from Syria are the same geniuses who cooked the books on ISIS intelligence and gave rise to ISIS.”",0.6,"neutral",102587,2018-12-01,2018-01-01
"8786","There has never been a president who has been tougher (but fair) on China or Russia - Never just look at the facts. The Fake News tries so hard to paint the opposite picture.",2018-12-21,17272,78064,"There has never been a president who has been tougher (but fair) on China or Russia - Never just look at the facts. The Fake News tries so hard to paint the opposite picture.",0.4,"neutral",95336,2018-12-01,2018-01-01
"8788","Mitch use the Nuclear Option and get it done! Our Country is counting on you!",2018-12-21,28519,118884,"Mitch use the Nuclear Option and get it done! Our Country is counting on you!",0,"neutral",147403,2018-12-01,2018-01-01
"8789","Even President Ronald Reagan tried for 8 years to build a Border Wall or Fence and was unable to do so. Others also have tried. We will get it done one way or the other!",2018-12-21,20752,93214,"Even President Ronald Reagan tried for 8 years to build a Border Wall or Fence and was unable to do so. Others also have tried. We will get it done one way or the other!",-0.4,"neutral",113966,2018-12-01,2018-01-01
"8790","Shutdown today if Democrats do not vote for Border Security!",2018-12-21,23237,104725,"Shutdown today if Democrats do not vote for Border Security!",0,"neutral",127962,2018-12-01,2018-01-01
"8791","House Republican Vote 217-185.",2018-12-21,11100,62603,"House Republican Vote 217-185.",0,"neutral",73703,2018-12-01,2018-01-01
"8796","Senator Mitch McConnell should fight for the Wall and Border Security as hard as he fought for anything. He will need Democrat votes but as shown in the House good things happen. If enough Dems don’t vote it will be a Democrat Shutdown! House Republicans were great yesterday!",2018-12-21,16593,73249,"Senator Mitch McConnell should fight for the Wall and Border Security as hard as he fought for anything. He will need Democrat votes but as shown in the House good things happen. If enough Dems don’t vote it will be a Democrat Shutdown! House Republicans were great yesterday!",0.25,"neutral",89842,2018-12-01,2018-01-01
"8802","Farm Bill signing in 15 minutes! #Emmys #TBT https://t.co/KtSS17xvIn",2018-12-20,36226,132284,"Farm Bill signing in 15 minutes! #Emmys #TBT https://t.co/KtSS17xvIn",0,"neutral",168510,2018-12-01,2018-01-01
"8805","When I begrudgingly signed the Omnibus Bill I was promised the Wall and Border Security by leadership. Would be done by end of year (NOW). It didn’t happen! We foolishly fight for Border Security for other countries - but not for our beloved U.S.A. Not good!",2018-12-20,30304,119968,"When I begrudgingly signed the Omnibus Bill I was promised the Wall and Border Security by leadership. Would be done by end of year (NOW). It didn’t happen! We foolishly fight for Border Security for other countries - but not for our beloved U.S.A. Not good!",-0.75,"neutral",150272,2018-12-01,2018-01-01
"8806","With so much talk about the Wall people are losing sight of the great job being done on our Southern Border by Border Patrol ICE and our great Military. Remember the Caravans? Well they didn’t get through and none are forming or on their way. Border is tight. Fake News silent!",2018-12-20,24050,101172,"With so much talk about the Wall people are losing sight of the great job being done on our Southern Border by Border Patrol ICE and our great Military. Remember the Caravans? Well they didn’t get through and none are forming or on their way. Border is tight. Fake News silent!",0.2,"neutral",125222,2018-12-01,2018-01-01
"8810","Getting out of Syria was no surprise. I’ve been campaigning on it for years and six months ago when I very publicly wanted to do it I agreed to stay longer. Russia Iran Syria &amp; others are the local enemy of ISIS. We were doing there work. Time to come home &amp; rebuild. #MAGA",2018-12-20,16808,72204,"Getting out of Syria was no surprise. I’ve been campaigning on it for years and six months ago when I very publicly wanted to do it I agreed to stay longer. Russia Iran Syria &amp; others are the local enemy of ISIS. We were doing there work. Time to come home &amp; rebuild. #MAGA",0.1,"neutral",89012,2018-12-01,2018-01-01
"8813","Col. Jim Carafano on @IngrahamAngle “Trump has made the Middle East a better place. When Trump came into office ISIS was running amuck in the Middle East. Over a million refugees poured into Western Europe - none of that is happening today. That’s all due to Trump.”",2018-12-20,15627,63010,"Col. Jim Carafano on @IngrahamAngle “Trump has made the Middle East a better place. When Trump came into office ISIS was running amuck in the Middle East. Over a million refugees poured into Western Europe - none of that is happening today. That’s all due to Trump.”",0.7,"neutral",78637,2018-12-01,2018-01-01
"8818","We have defeated ISIS in Syria my only reason for being there during the Trump Presidency.",2018-12-19,25524,116733,"We have defeated ISIS in Syria my only reason for being there during the Trump Presidency.",-0.5,"neutral",142257,2018-12-01,2018-01-01
"8820","In our Country so much money has been poured down the drain for so many years but when it comes to Border Security and the Military the Democrats fight to the death. We won on the Military which is being completely rebuilt. One way or the other we will win on the Wall!",2018-12-19,25288,109676,"In our Country so much money has been poured down the drain for so many years but when it comes to Border Security and the Military the Democrats fight to the death. We won on the Military which is being completely rebuilt. One way or the other we will win on the Wall!",0.75,"neutral",134964,2018-12-01,2018-01-01
"8824","The Democrats are saying loud and clear that they do not want to build a Concrete Wall - but we are not building a Concrete Wall we are building artistically designed steel slats so that you can easily see through it....",2018-12-19,22852,98873,"The Democrats are saying loud and clear that they do not want to build a Concrete Wall - but we are not building a Concrete Wall we are building artistically designed steel slats so that you can easily see through it....",0.45,"neutral",121725,2018-12-01,2018-01-01
"8830","Russia Dossier reporter now doubts dopey Christopher Steele’s claims! “When you get into the details of the Steele Dossier the specific allegations we have not seen the evidence to support them. There’s good grounds to think that some of the more sensational allegations.....",2018-12-18,14488,57018,"Russia Dossier reporter now doubts dopey Christopher Steele’s claims! “When you get into the details of the Steele Dossier the specific allegations we have not seen the evidence to support them. There’s good grounds to think that some of the more sensational allegations.....",0.45,"neutral",71506,2018-12-01,2018-01-01
"8831","Illegal immigration costs the United States more than 200 Billion Dollars a year. How was this allowed to happen?",2018-12-18,24894,92263,"Illegal immigration costs the United States more than 200 Billion Dollars a year. How was this allowed to happen?",-0.5,"neutral",117157,2018-12-01,2018-01-01
"8833","I hope the people over at the Fed will read today’s Wall Street Journal Editorial before they make yet another mistake. Also don’t let the market become any more illiquid than it already is. Stop with the 50 B’s. Feel the market don’t just go by meaningless numbers. Good luck!",2018-12-18,16500,70330,"I hope the people over at the Fed will read today’s Wall Street Journal Editorial before they make yet another mistake. Also don’t let the market become any more illiquid than it already is. Stop with the 50 B’s. Feel the market don’t just go by meaningless numbers. Good luck!",0.1,"neutral",86830,2018-12-01,2018-01-01
"8843","“It looks here as though General Flynn’s defenses are incidental to something larger which is for the prosecution to figure out if it can find a path to Donald Trump without quite knowing what that crime might be. It stops looking like prosecution and more looking like......",2018-12-16,16156,64205,"“It looks here as though General Flynn’s defenses are incidental to something larger which is for the prosecution to figure out if it can find a path to Donald Trump without quite knowing what that crime might be. It stops looking like prosecution and more looking like......",-0.25,"neutral",80361,2018-12-01,2018-01-01
"8844","Required television watching is last weeks @marthamaccallum interview with the wonderful wife of Rod Blagojevich and the @trish_regan interview with a Jerome Corsi. If that doesn’t tell you something about what has been going on in our Country nothing will. Very sad!",2018-12-16,14659,56633,"Required television watching is last weeks @marthamaccallum interview with the wonderful wife of Rod Blagojevich and the @trish_regan interview with a Jerome Corsi. If that doesn’t tell you something about what has been going on in our Country nothing will. Very sad!",0.25,"neutral",71292,2018-12-01,2018-01-01
"8845","Required television watching is last weeks @marthamaccallum interview with the wonderful wife of @RodBlagojevich and the @trishregan interview with a Jerome Corsi. If that doesn’t tell you something about what has been going on in our Country nothing will. Very sad!",2018-12-16,1470,4974,"Required television watching is last weeks @marthamaccallum interview with the wonderful wife of @RodBlagojevich and the @trishregan interview with a Jerome Corsi. If that doesn’t tell you something about what has been going on in our Country nothing will. Very sad!",0.25,"neutral",6444,2018-12-01,2018-01-01
"8846","The Democrats policy of Child Seperation on the Border during the Obama Administration was far worse than the way we handle it now. Remember the 2014 picture of children in cages - the Obama years. However if you don’t separate FAR more people will come. Smugglers use the kids!",2018-12-16,24535,93723,"The Democrats policy of Child Seperation on the Border during the Obama Administration was far worse than the way we handle it now. Remember the 2014 picture of children in cages - the Obama years. However if you don’t separate FAR more people will come. Smugglers use the kids!",-0.15,"neutral",118258,2018-12-01,2018-01-01
"8847","Judge Ken Starr former Solicitor Generel &amp; Independent Counsel just stated that after two years “there is no evidence or proof of collusion” &amp; further that “there is no evidence that there was a campaign financing violation involving the President.” Thank you Judge. @FoxNews",2018-12-16,21882,82996,"Judge Ken Starr former Solicitor Generel &amp; Independent Counsel just stated that after two years “there is no evidence or proof of collusion” &amp; further that “there is no evidence that there was a campaign financing violation involving the President.” Thank you Judge. @FoxNews",-0.1,"neutral",104878,2018-12-01,2018-01-01
"8850","So where are all the missing Text messages between fired FBI agents Peter S and the lovely Lisa Page his lover. Just reported that they have been erased and wiped clean. What an outrage as the totally compromised and conflicted Witch Hunt moves ever so slowly forward. Want them!",2018-12-16,25939,101296,"So where are all the missing Text messages between fired FBI agents Peter S and the lovely Lisa Page his lover. Just reported that they have been erased and wiped clean. What an outrage as the totally compromised and conflicted Witch Hunt moves ever so slowly forward. Want them!",-0.65,"neutral",127235,2018-12-01,2018-01-01
"8852","Wow 19000 Texts between Lisa Page and her lover Peter S of the FBI in charge of the Russia Hoax were just reported as being wiped clean and gone. Such a big story that will never be covered by the Fake News. Witch Hunt!",2018-12-15,36242,121738,"Wow 19000 Texts between Lisa Page and her lover Peter S of the FBI in charge of the Russia Hoax were just reported as being wiped clean and gone. Such a big story that will never be covered by the Fake News. Witch Hunt!",-0.15,"neutral",157980,2018-12-01,2018-01-01
"8855",".......The Trump Administration will be announcing the new Secretary of the Interior next week.",2018-12-15,11203,62814,".......The Trump Administration will be announcing the new Secretary of the Interior next week.",0.7,"neutral",74017,2018-12-01,2018-01-01
"8858","As I predicted all along Obamacare has been struck down as an UNCONSTITUTIONAL disaster! Now Congress must pass a STRONG law that provides GREAT healthcare and protects pre-existing conditions. Mitch and Nancy get it done!",2018-12-15,32534,132831,"As I predicted all along Obamacare has been struck down as an UNCONSTITUTIONAL disaster! Now Congress must pass a STRONG law that provides GREAT healthcare and protects pre-existing conditions. Mitch and Nancy get it done!",-0.2,"neutral",165365,2018-12-01,2018-01-01
"8859","For the record there were MANY people who wanted to be the White House Chief of Staff. Mick M will do a GREAT job!",2018-12-15,13320,71805,"For the record there were MANY people who wanted to be the White House Chief of Staff. Mick M will do a GREAT job!",0.9,"neutral",85125,2018-12-01,2018-01-01
"8867","Let’s not do a shutdown Democrats - do what’s right for the American People! https://t.co/bZg07ZKQqo",2018-12-13,38771,128786,"Let’s not do a shutdown Democrats - do what’s right for the American People! https://t.co/bZg07ZKQqo",0.8,"neutral",167557,2018-12-01,2018-01-01
"8870","Just did an interview with @HARRISFAULKNER on @FoxNews airing now (1pmE.) Enjoy!",2018-12-13,7749,45955,"Just did an interview with @HARRISFAULKNER on @FoxNews airing now (1pmE.) Enjoy!",0.75,"neutral",53704,2018-12-01,2018-01-01
"8871","....She will probably be given a pass despite their terrible ratings. Congratulations to @RichardGrenell our great Ambassador to Germany for having the courage to take this horrible issue on!",2018-12-13,12691,56021,"....She will probably be given a pass despite their terrible ratings. Congratulations to @RichardGrenell our great Ambassador to Germany for having the courage to take this horrible issue on!",0.5,"neutral",68712,2018-12-01,2018-01-01
"8873","WITCH HUNT!",2018-12-13,23743,103418,"WITCH HUNT!",-0.4,"neutral",127161,2018-12-01,2018-01-01
"8874","They gave General Flynn a great deal because they were embarrassed by the way he was treated - the FBI said he didn’t lie and they overrode the FBI. They want to scare everybody into making up stories that are not true by catching them in the smallest of misstatements. Sad!......",2018-12-13,23898,96718,"They gave General Flynn a great deal because they were embarrassed by the way he was treated - the FBI said he didn’t lie and they overrode the FBI. They want to scare everybody into making up stories that are not true by catching them in the smallest of misstatements. Sad!......",-0.5,"neutral",120616,2018-12-01,2018-01-01
"8878","I never directed Michael Cohen to break the law. He was a lawyer and he is supposed to know the law. It is called “advice of counsel” and a lawyer has great liability if a mistake is made. That is why they get paid. Despite that many campaign finance lawyers have strongly......",2018-12-13,18105,78687,"I never directed Michael Cohen to break the law. He was a lawyer and he is supposed to know the law. It is called “advice of counsel” and a lawyer has great liability if a mistake is made. That is why they get paid. Despite that many campaign finance lawyers have strongly......",-0.25,"neutral",96792,2018-12-01,2018-01-01
"8880",".@FLOTUS Melania will be interviewed by @SeanHannity tonight on @FoxNews at 9:00pmE!",2018-12-12,13021,76159,".@FLOTUS Melania will be interviewed by @SeanHannity tonight on @FoxNews at 9:00pmE!",-0.25,"neutral",89180,2018-12-01,2018-01-01
"8881","The Democrats and President Obama gave Iran 150 Billion Dollars and got nothing but they can’t give 5 Billion Dollars for National Security and a Wall?",2018-12-12,61295,194346,"The Democrats and President Obama gave Iran 150 Billion Dollars and got nothing but they can’t give 5 Billion Dollars for National Security and a Wall?",0,"neutral",255641,2018-12-01,2018-01-01
"8884","“I don’t care what you think of the President...it cannot bleed over to the FBI...Comey is confirming there is bias in the FBI...” -Chris Swecker",2018-12-11,23325,97884,"“I don’t care what you think of the President...it cannot bleed over to the FBI...Comey is confirming there is bias in the FBI...” -Chris Swecker",-0.25,"neutral",121209,2018-12-01,2018-01-01
"8885","James Comey just totally exposed his partisan stance by urging his fellow Democrats to take back the White House in 2020. In other words he is and has been a Democrat. Comey had no right heading the FBI at any time but especially after his mind exploded!",2018-12-11,26474,104894,"James Comey just totally exposed his partisan stance by urging his fellow Democrats to take back the White House in 2020. In other words he is and has been a Democrat. Comey had no right heading the FBI at any time but especially after his mind exploded!",0.6,"neutral",131368,2018-12-01,2018-01-01
"8890",".....I look forward to my meeting with Chuck Schumer &amp; Nancy Pelosi. In 2006 Democrats voted for a Wall and they were right to do so. Today they no longer want Border Security. They will fight it at all cost and Nancy must get votes for Speaker. But the Wall will get built...",2018-12-11,15347,68749,".....I look forward to my meeting with Chuck Schumer &amp; Nancy Pelosi. In 2006 Democrats voted for a Wall and they were right to do so. Today they no longer want Border Security. They will fight it at all cost and Nancy must get votes for Speaker. But the Wall will get built...",0.9,"neutral",84096,2018-12-01,2018-01-01
"8893","Despite the large Caravans that WERE forming and heading to our Country people have not been able to get through our newly built Walls makeshift Walls &amp; Fences or Border Patrol Officers &amp; Military. They are now staying in Mexico or going back to their original countries.......",2018-12-11,20287,93608,"Despite the large Caravans that WERE forming and heading to our Country people have not been able to get through our newly built Walls makeshift Walls &amp; Fences or Border Patrol Officers &amp; Military. They are now staying in Mexico or going back to their original countries.......",0,"neutral",113895,2018-12-01,2018-01-01
"8894","“Former FBI Director James Comey under fire for his testimony acknowledging he knew that the Democrats paid for that phony Trump Dossier.” @LouDobbs  Details on Tuesday night.",2018-12-11,20945,81171,"“Former FBI Director James Comey under fire for his testimony acknowledging he knew that the Democrats paid for that phony Trump Dossier.” @LouDobbs Details on Tuesday night.",-0.85,"neutral",102116,2018-12-01,2018-01-01
"8896","....which it was not (but even if it was it is only a CIVIL CASE like Obama’s - but it was done correctly by a lawyer and there would not even be a fine. Lawyer’s liability if he made a mistake not me). Cohen just trying to get his sentence reduced. WITCH HUNT!",2018-12-10,22947,101074,"....which it was not (but even if it was it is only a CIVIL CASE like Obama’s - but it was done correctly by a lawyer and there would not even be a fine. Lawyer’s liability if he made a mistake not me). Cohen just trying to get his sentence reduced. WITCH HUNT!",0.45,"neutral",124021,2018-12-01,2018-01-01
"8899","The Trump Administration has accomplished more than any other U.S. Administration in its first two (not even) years of existence &amp; we are having a great time doing it! All of this despite the Fake News Media which has gone totally out of its mind-truly the Enemy of the People!",2018-12-09,33301,141916,"The Trump Administration has accomplished more than any other U.S. Administration in its first two (not even) years of existence &amp; we are having a great time doing it! All of this despite the Fake News Media which has gone totally out of its mind-truly the Enemy of the People!",-0.6,"neutral",175217,2018-12-01,2018-01-01
